姓名,球队,薪金（万美元）,赛季
Ronnie Price,LAL,132,14-15
Ronnie Price,PHO,150,15-16
Ronnie Price,OKC,256,16-17
Ronnie Price,PHO,47,16-17
Ronnie Price,OKC,244,17-18
Mark Price,CLE,18,87-88
Mark Price,CLE,120,88-89
Mark Price,CLE,140,90-91
Mark Price,CLE,152,91-92
Mark Price,CLE,169,92-93
Mark Price,CLE,285,93-94
Mark Price,CLE,320,94-95
Mark Price,,369,95-96
Mark Price,GSW,341,96-97
Mark Price,ORL,409,97-98
Mark Price,ORL,549,98-99
Brent Price,,28,92-93
Brent Price,,28,93-94
Brent Price,,33,94-95
Brent Price,,25,95-96
Brent Price,HOU,160,96-97
Brent Price,HOU,192,97-98
Brent Price,HOU,224,98-99
Brent Price,,294,99-00
Brent Price,,288,00-01
Brent Price,SAC,368,01-02
Brent Price,SAC,405,02-03
 Price,IND,46,09-10
 Price,IND,76,10-11
 Price,IND,85,11-12
 Price,WAS,89,12-13
 Price,PHO,6,14-15
Harold Pressley,SAC,24,87-88
Harold Pressley,SAC,27,88-89
Paul Pressey,MIL,24,85-86
Paul Pressey,MIL,75,87-88
Paul Pressey,MIL,80,88-89
Paul Pressey,SAS,90,90-91
Paul Pressey,SAS,100,91-92
Roger Powell,UTA,41,06-07
Josh Powell,DAL,40,05-06
Josh Powell,GSW,74,06-07
Josh Powell,LAC,80,07-08
Josh Powell,LAL,85,08-09
Josh Powell,LAL,96,09-10
Josh Powell,ATL,107,10-11
Josh Powell,HOU,1,13-14
Leon Powe,BOS,43,06-07
Leon Powe,BOS,69,07-08
Leon Powe,BOS,80,08-09
Leon Powe,CLE,86,09-10
Leon Powe,CLE,92,10-11
Vitaly Potapenko,CLE,107,96-97
Vitaly Potapenko,CLE,123,97-98
Vitaly Potapenko,BOS,134,98-99
Vitaly Potapenko,BOS,381,99-00
Vitaly Potapenko,BOS,429,00-01
Vitaly Potapenko,BOS,476,01-02
Vitaly Potapenko,,524,02-03
Vitaly Potapenko,,572,03-04
Vitaly Potapenko,,619,04-05
Vitaly Potapenko,,332,05-06
Vitaly Potapenko,SAC,367,06-07
Lavor Postell,NYK,32,00-01
Lavor Postell,NYK,47,01-02
Lavor Postell,NYK,59,02-03
James Posey,DEN,97,99-00
James Posey,DEN,105,00-01
James Posey,DEN,112,01-02
James Posey,HOU,172,02-03
James Posey,MEM,492,03-04
James Posey,MEM,541,04-05
James Posey,MIA,590,05-06
James Posey,MIA,639,06-07
James Posey,BOS,321,07-08
James Posey,NOH,559,08-09
James Posey,NOH,603,09-10
James Posey,IND,715,10-11
James Posey,IND,760,11-12
Terry Porter,POR,15,85-86
Terry Porter,POR,25,87-88
Terry Porter,POR,27,88-89
Terry Porter,POR,200,90-91
Terry Porter,POR,179,91-92
Terry Porter,POR,220,92-93
Terry Porter,POR,250,93-94
Terry Porter,POR,260,94-95
Terry Porter,MIN,153,95-96
Terry Porter,MIN,178,96-97
Terry Porter,MIN,200,97-98
Terry Porter,MIA,100,98-99
Terry Porter,SAS,200,99-00
Terry Porter,SAS,220,00-01
Terry Porter,SAS,240,01-02
Chris Porter,GSW,32,00-01
Chris Porter,CHA,47,01-02
Ben Poquette,CLE,28,85-86
Dave Popson,BOS,8,90-91
Mark Pope,IND,24,97-98
Mark Pope,IND,38,98-99
Mark Pope,IND,46,99-00
Mark Pope,MIL,50,00-01
Mark Pope,MIL,59,01-02
Mark Pope,NYK,64,02-03
Mark Pope,DEN,75,03-04
Mark Pope,DEN,87,04-05
Quincy Pondexter,NOH,107,10-11
Quincy Pondexter,MEM,115,11-12
Quincy Pondexter,MEM,123,12-13
Quincy Pondexter,MEM,223,13-14
Quincy Pondexter,NOH,315,14-15
Quincy Pondexter,NOH,338,15-16
Quincy Pondexter,NOH,362,16-17
Quincy Pondexter,NOH,385,17-18
Olden Polynice,,35,87-88
Olden Polynice,,35,88-89
Olden Polynice,LAC,60,90-91
Olden Polynice,LAC,75,91-92
Olden Polynice,DET,85,92-93
Olden Polynice,DET,85,93-94
Olden Polynice,SAC,190,94-95
Olden Polynice,SAC,252,95-96
Olden Polynice,SAC,314,96-97
Olden Polynice,SAC,361,97-98
Olden Polynice,,100,98-99
Olden Polynice,UTA,200,99-00
Olden Polynice,UTA,220,00-01
Olden Polynice,LAC,107,03-04
Scot Pollard,DET,82,97-98
Scot Pollard,SAC,35,98-99
Scot Pollard,DET,94,98-99
Scot Pollard,ATL,106,99-00
Scot Pollard,SAC,100,99-00
Scot Pollard,SAC,392,00-01
Scot Pollard,SAC,434,01-02
Scot Pollard,SAC,483,02-03
Scot Pollard,IND,531,03-04
Scot Pollard,IND,579,04-05
Scot Pollard,IND,627,05-06
Scot Pollard,CLE,220,06-07
Scot Pollard,BOS,122,07-08
Pavel Podkolzin,DAL,106,04-05
Pavel Podkolzin,DAL,114,05-06
Pavel Podkolzin,DAL,60,06-07
Gary Plummer,GSW,11,85-86
Gary Plummer,DEN,14,92-93
Zoran Planinic,,98,03-04
Zoran Planinic,,105,04-05
Zoran Planinic,,113,05-06
Zoran Planinic,,15,06-07
Dexter Pittman,MIA,47,10-11
Dexter Pittman,MIA,76,11-12
Dexter Pittman,MEM,85,12-13
Dexter Pittman,HOU,4,13-14
Charles Pittman,PHO,11,85-86
Scottie Pippen,CHI,73,87-88
Scottie Pippen,CHI,58,88-89
Scottie Pippen,CHI,77,90-91
Scottie Pippen,CHI,277,91-92
Scottie Pippen,CHI,343,92-93
Scottie Pippen,CHI,308,93-94
Scottie Pippen,CHI,223,94-95
Scottie Pippen,CHI,293,95-96
Scottie Pippen,CHI,225,96-97
Scottie Pippen,CHI,278,97-98
Scottie Pippen,HOU,1100,98-99
Scottie Pippen,POR,1480,99-00
Scottie Pippen,POR,1375,00-01
Scottie Pippen,POR,1808,01-02
Scottie Pippen,POR,1973,02-03
Scottie Pippen,CHI,492,03-04
Scottie Pippen,CHI,541,04-05
Ed Pinckney,PHO,30,85-86
Ed Pinckney,SAC,35,87-88
Ed Pinckney,SAC,35,88-89
Ed Pinckney,BOS,75,90-91
Ed Pinckney,BOS,90,91-92
Ed Pinckney,BOS,115,92-93
Ed Pinckney,BOS,147,93-94
Ed Pinckney,MIL,149,94-95
Ed Pinckney,TOR,193,95-96
Ed Pinckney,MIA,30,96-97
Ed Pinckney,MIA,51,99-00
Mickael Pietrus,GSW,153,03-04
Mickael Pietrus,GSW,179,04-05
Mickael Pietrus,GSW,191,05-06
Mickael Pietrus,GSW,254,06-07
Mickael Pietrus,GSW,347,07-08
Mickael Pietrus,ORL,530,08-09
Mickael Pietrus,ORL,530,09-10
Mickael Pietrus,PHO,530,10-11
Mickael Pietrus,PHO,530,11-12
Mickael Pietrus,BOS,122,11-12
Mickael Pietrus,TOR,101,12-13
Ricky Pierce,MIL,15,85-86
Ricky Pierce,MIL,23,87-88
Ricky Pierce,MIL,25,88-89
Ricky Pierce,,110,90-91
Ricky Pierce,,175,91-92
Ricky Pierce,,200,92-93
Ricky Pierce,,210,93-94
Ricky Pierce,GSW,250,94-95
Ricky Pierce,IND,100,95-96
Ricky Pierce,DEN,120,96-97
Ricky Pierce,MIL,51,99-00
Paul Pierce,BOS,117,98-99
Paul Pierce,BOS,150,99-00
Paul Pierce,BOS,161,00-01
Paul Pierce,BOS,205,01-02
Paul Pierce,BOS,1007,02-03
Paul Pierce,BOS,1133,03-04
Paul Pierce,BOS,1258,04-05
Paul Pierce,BOS,1384,05-06
Paul Pierce,BOS,1510,06-07
Paul Pierce,BOS,1636,07-08
Paul Pierce,BOS,1808,08-09
Paul Pierce,BOS,1980,09-10
Paul Pierce,BOS,1388,10-11
Paul Pierce,BOS,1533,11-12
Paul Pierce,BOS,1679,12-13
Paul Pierce,BKN,1533,13-14
Paul Pierce,WAS,531,14-15
Paul Pierce,LAC,340,15-16
Paul Pierce,LAC,350,16-17
Paul Pierce,LAC,110,17-18
Eric Piatkowski,LAC,96,94-95
Eric Piatkowski,LAC,114,95-96
Eric Piatkowski,LAC,136,96-97
Eric Piatkowski,LAC,159,97-98
Eric Piatkowski,LAC,165,98-99
Eric Piatkowski,LAC,200,99-00
Eric Piatkowski,LAC,220,00-01
Eric Piatkowski,LAC,300,01-02
Eric Piatkowski,LAC,300,02-03
Eric Piatkowski,HOU,250,03-04
Eric Piatkowski,CHI,275,04-05
Eric Piatkowski,CHI,300,05-06
Eric Piatkowski,PHO,118,06-07
Eric Piatkowski,PHO,122,07-08
Bobby Phills,MIL,13,91-92
Bobby Phills,CLE,25,92-93
Bobby Phills,CLE,31,93-94
Bobby Phills,CLE,146,94-95
Bobby Phills,CLE,166,95-96
Bobby Phills,CLE,181,96-97
Bobby Phills,CHA,290,97-98
Bobby Phills,CHA,348,98-99
Bobby Phills,CHA,406,99-00
Bobby Phills,CHA,464,00-01
Bobby Phills,CHA,522,01-02
Michael Phelps,,7,85-86
Richard Petruska,HOU,15,93-94
Richard Petruska,HOU,6,94-95
Drazen Petrovic,,120,90-91
Drazen Petrovic,,138,91-92
Drazen Petrovic,,162,92-93
Johan Petro,,94,05-06
Johan Petro,,101,06-07
Johan Petro,,108,07-08
Johan Petro,DEN,194,08-09
Johan Petro,DEN,88,09-10
Johan Petro,,325,10-11
Johan Petro,,325,11-12
Johan Petro,ATL,350,12-13
Morris Peterson,TOR,90,00-01
Morris Peterson,TOR,97,01-02
Morris Peterson,TOR,103,02-03
Morris Peterson,TOR,165,03-04
Morris Peterson,TOR,440,04-05
Morris Peterson,TOR,455,05-06
Morris Peterson,TOR,455,06-07
Morris Peterson,NOH,536,07-08
Morris Peterson,NOH,559,08-09
Morris Peterson,NOH,621,09-10
Morris Peterson,CHA,667,10-11
Jim Petersen,HOU,13,85-86
Jim Petersen,HOU,37,87-88
Jim Petersen,SAC,39,88-89
Jim Petersen,GSW,124,90-91
Jim Petersen,GSW,94,91-92
Jim Petersen,GSW,122,92-93
Jim Petersen,GSW,152,93-94
Wesley Person,PHO,65,94-95
Wesley Person,PHO,85,95-96
Wesley Person,PHO,104,96-97
Wesley Person,CLE,350,97-98
Wesley Person,CLE,420,98-99
Wesley Person,CLE,490,99-00
Wesley Person,CLE,560,00-01
Wesley Person,CLE,630,01-02
Wesley Person,MEM,700,02-03
Wesley Person,POR,770,03-04
Wesley Person,MIA,160,04-05
Wesley Person,MIA,176,05-06
Chuck Person,IND,57,87-88
Chuck Person,IND,64,88-89
Chuck Person,IND,215,90-91
Chuck Person,IND,216,91-92
Chuck Person,MIN,216,92-93
Chuck Person,MIN,216,93-94
Chuck Person,SAS,130,94-95
Chuck Person,SAS,169,95-96
Chuck Person,SAS,206,96-97
Chuck Person,SAS,247,97-98
Chuck Person,CHI,286,98-99
Chuck Person,CHA,100,98-99
Chuck Person,,51,99-00
Chuck Person,LAL,120,00-01
Tim Perry,PHO,60,88-89
Tim Perry,PHO,68,90-91
Tim Perry,PHO,68,91-92
Tim Perry,PHI,90,92-93
Tim Perry,PHI,155,93-94
Tim Perry,PHI,175,94-95
Tim Perry,,195,95-96
Elliot Perry,LAC,13,91-92
Elliot Perry,POR,15,93-94
Elliot Perry,PHO,25,94-95
Elliot Perry,PHO,203,95-96
Elliot Perry,MIL,200,96-97
Elliot Perry,MIL,200,97-98
Elliot Perry,,200,98-99
Elliot Perry,,200,99-00
Elliot Perry,,105,00-01
Elliot Perry,ORL,9,00-01
Kosta Perovic,GSW,180,07-08
Sam Perkins,DAL,59,85-86
Sam Perkins,DAL,76,87-88
Sam Perkins,DAL,76,88-89
Sam Perkins,LAL,197,90-91
Sam Perkins,LAL,251,91-92
Sam Perkins,LAL,305,92-93
Sam Perkins,,359,93-94
Sam Perkins,,413,94-95
Sam Perkins,,397,95-96
Sam Perkins,,273,96-97
Sam Perkins,,337,97-98
Sam Perkins,IND,179,98-99
Sam Perkins,IND,193,99-00
Sam Perkins,IND,225,00-01
Kendrick Perkins,BOS,81,03-04
Kendrick Perkins,BOS,88,04-05
Kendrick Perkins,BOS,94,05-06
Kendrick Perkins,BOS,169,06-07
Kendrick Perkins,BOS,448,07-08
Kendrick Perkins,BOS,458,08-09
Kendrick Perkins,BOS,425,09-10
Kendrick Perkins,OKC,464,10-11
Kendrick Perkins,OKC,712,11-12
Kendrick Perkins,OKC,780,12-13
Kendrick Perkins,OKC,848,13-14
Kendrick Perkins,CLE,43,14-15
Kendrick Perkins,UTA,965,14-15
Kendrick Perkins,NOH,150,15-16
Will Perdue,CHI,43,88-89
Will Perdue,CHI,45,90-91
Will Perdue,CHI,50,91-92
Will Perdue,CHI,63,92-93
Will Perdue,CHI,120,93-94
Will Perdue,CHI,106,94-95
Will Perdue,SAS,134,95-96
Will Perdue,SAS,154,96-97
Will Perdue,SAS,199,97-98
Will Perdue,SAS,437,98-99
Will Perdue,CHI,530,99-00
Will Perdue,POR,225,00-01
Will Perdue,LAC,132,01-02
Mike Peplowski,SAC,15,93-94
Mike Peplowski,GSW,25,96-97
Kirk Penney,MIA,1,03-04
Jeff Ayres,POR,46,09-10
Jeff Ayres,IND,150,11-12
Jeff Ayres,IND,150,12-13
Jeff Ayres,SAS,175,13-14
Jeff Ayres,SAS,183,14-15
Jeff Ayres,LAC,32,15-16
Mike Penberthy,LAL,32,00-01
Mike Penberthy,LAL,3,01-02
Nikola Pekovic,MIN,400,10-11
Nikola Pekovic,MIN,450,11-12
Nikola Pekovic,MIN,484,12-13
Nikola Pekovic,MIN,1210,13-14
Nikola Pekovic,MIN,1210,14-15
Nikola Pekovic,MIN,1210,15-16
Nikola Pekovic,MIN,1210,16-17
Nikola Pekovic,MIN,1160,17-18
Anthony Peeler,LAL,70,92-93
Anthony Peeler,LAL,91,93-94
Anthony Peeler,LAL,112,94-95
Anthony Peeler,LAL,133,95-96
Anthony Peeler,,154,96-97
Anthony Peeler,,201,97-98
Anthony Peeler,MIN,225,98-99
Anthony Peeler,MIN,250,99-00
Anthony Peeler,MIN,274,00-01
Anthony Peeler,MIN,298,01-02
Anthony Peeler,MIN,335,02-03
Anthony Peeler,SAC,107,03-04
Anthony Peeler,WAS,160,04-05
Oleksiy Pecherov,WAS,135,07-08
Oleksiy Pecherov,WAS,145,08-09
Oleksiy Pecherov,MIN,155,09-10
Gary Payton,,169,90-91
Gary Payton,,188,91-92
Gary Payton,,218,92-93
Gary Payton,,238,93-94
Gary Payton,,258,94-95
Gary Payton,,278,95-96
Gary Payton,,1021,96-97
Gary Payton,,1051,97-98
Gary Payton,,872,98-99
Gary Payton,,1102,99-00
Gary Payton,,1220,00-01
Gary Payton,,1293,01-02
Gary Payton,,1264,02-03
Gary Payton,LAL,492,03-04
Gary Payton,BOS,541,04-05
Gary Payton,MIA,114,05-06
Gary Payton,MIA,118,06-07
Kenny Payne,PHI,40,90-91
Kenny Payne,PHI,41,91-92
Kenny Payne,PHI,50,92-93
John Paxson,CHI,18,85-86
John Paxson,CHI,29,87-88
John Paxson,CHI,33,88-89
John Paxson,CHI,39,90-91
John Paxson,CHI,160,91-92
John Paxson,CHI,120,92-93
John Paxson,CHI,80,93-94
Jim Paxson,POR,50,85-86
Jim Paxson,BOS,88,87-88
Jim Paxson,BOS,40,88-89
Jim Paxson,BOS,23,91-92
Sasha Pavlovic,UTA,111,03-04
Sasha Pavlovic,CLE,119,04-05
Sasha Pavlovic,CLE,127,05-06
Sasha Pavlovic,CLE,196,06-07
Sasha Pavlovic,CLE,425,07-08
Sasha Pavlovic,CLE,450,08-09
Sasha Pavlovic,PHO,125,09-10
Sasha Pavlovic,MIN,150,09-10
Sasha Pavlovic,DAL,13,10-11
Sasha Pavlovic,NOH,7,10-11
Sasha Pavlovic,BOS,122,11-12
Sasha Pavlovic,POR,123,12-13
Chris Paul,NOH,314,05-06
Chris Paul,NOH,338,06-07
Chris Paul,NOH,362,07-08
Chris Paul,NOH,457,08-09
Chris Paul,NOH,1352,09-10
Chris Paul,NOH,1494,10-11
Chris Paul,LAC,1636,11-12
Chris Paul,LAC,1778,12-13
Chris Paul,LAC,1867,13-14
Chris Paul,LAC,2007,14-15
Chris Paul,LAC,2147,15-16
Chris Paul,HOU,2460,17-18
Ruben Patterson,LAL,63,98-99
Ruben Patterson,,90,99-00
Ruben Patterson,,99,00-01
Ruben Patterson,POR,454,01-02
Ruben Patterson,POR,499,02-03
Ruben Patterson,POR,545,03-04
Ruben Patterson,POR,590,04-05
Ruben Patterson,POR,635,05-06
Ruben Patterson,MIL,681,06-07
Ruben Patterson,LAC,30,07-08
Patrick Patterson,HOU,182,10-11
Patrick Patterson,HOU,196,11-12
Patrick Patterson,SAC,210,12-13
Patrick Patterson,TOR,311,13-14
Patrick Patterson,SAC,311,13-14
Patrick Patterson,TOR,583,14-15
Patrick Patterson,TOR,627,15-16
Patrick Patterson,TOR,605,16-17
Patrick Patterson,OKC,519,17-18
Patrick Patterson,OKC,545,18-19
Patrick Patterson,OKC,571,19-20
Andrae Patterson,MIN,29,98-99
Andrae Patterson,MIN,39,99-00
Andrae Patterson,MIN,50,00-01
Chandler Parsons,HOU,85,11-12
Chandler Parsons,HOU,89,12-13
Chandler Parsons,HOU,93,13-14
Chandler Parsons,DAL,1470,14-15
Chandler Parsons,DAL,1536,15-16
Chandler Parsons,MEM,2212,16-17
Chandler Parsons,MEM,2311,17-18
Chandler Parsons,MEM,2411,18-19
Chandler Parsons,MEM,2510,19-20
Cherokee Parks,DAL,97,95-96
Cherokee Parks,MIN,112,96-97
Cherokee Parks,MIN,126,97-98
Cherokee Parks,,200,98-99
Cherokee Parks,,193,99-00
Cherokee Parks,LAC,210,00-01
Cherokee Parks,SAS,72,01-02
Cherokee Parks,LAC,82,02-03
Cherokee Parks,GSW,23,03-04
Tony Parker,SAS,74,01-02
Tony Parker,SAS,80,02-03
Tony Parker,SAS,86,03-04
Tony Parker,SAS,155,04-05
Tony Parker,SAS,840,05-06
Tony Parker,SAS,945,06-07
Tony Parker,SAS,1050,07-08
Tony Parker,SAS,1155,08-09
Tony Parker,SAS,1260,09-10
Tony Parker,SAS,1350,10-11
Tony Parker,SAS,1250,11-12
Tony Parker,SAS,1250,12-13
Tony Parker,SAS,1250,13-14
Tony Parker,SAS,1250,14-15
Tony Parker,SAS,1344,15-16
Tony Parker,SAS,1445,16-17
Tony Parker,SAS,1545,17-18
Smush Parker,CLE,35,02-03
Smush Parker,DET,70,04-05
Smush Parker,LAL,75,05-06
Smush Parker,LAL,80,06-07
Smush Parker,MIA,225,07-08
Smush Parker,MIA,166,08-09
Anthony Parker,PHI,75,97-98
Anthony Parker,PHI,87,98-99
Anthony Parker,ORL,98,99-00
Anthony Parker,TOR,415,06-07
Anthony Parker,TOR,435,07-08
Anthony Parker,TOR,455,08-09
Anthony Parker,CLE,264,09-10
Anthony Parker,CLE,286,10-11
Anthony Parker,CLE,225,11-12
Robert Parish,BOS,70,85-86
Robert Parish,BOS,204,87-88
Robert Parish,BOS,204,88-89
Robert Parish,BOS,250,90-91
Robert Parish,BOS,300,91-92
Robert Parish,BOS,351,92-93
Robert Parish,BOS,400,93-94
Robert Parish,CHA,193,94-95
Robert Parish,CHA,250,95-96
Robert Parish,CHI,100,96-97
Robert Parish,CHI,115,97-98
Jeremy Pargo,MEM,100,11-12
Jeremy Pargo,CLE,76,12-13
Jeremy Pargo,PHI,44,12-13
Jannero Pargo,LAL,35,02-03
Jannero Pargo,LAL,56,03-04
Jannero Pargo,CHI,70,04-05
Jannero Pargo,CHI,90,05-06
Jannero Pargo,NOH,100,06-07
Jannero Pargo,NOH,183,07-08
Jannero Pargo,CHI,200,09-10
Jannero Pargo,ATL,122,11-12
Jannero Pargo,ATL,17,12-13
Jannero Pargo,WAS,12,12-13
Jannero Pargo,CHA,140,13-14
Jannero Pargo,CHA,145,14-15
Andy Panko,LAL,1,99-00
Walter Palmer,UTA,23,90-91
Walter Palmer,UTA,28,91-92
Walter Palmer,DAL,14,92-93
Milt Palacio,,30,99-00
Milt Palacio,BOS,32,00-01
Milt Palacio,BOS,69,01-02
Milt Palacio,CLE,75,02-03
Milt Palacio,TOR,69,03-04
Milt Palacio,TOR,81,04-05
Milt Palacio,UTA,140,05-06
Scott Padgett,UTA,68,99-00
Scott Padgett,UTA,73,00-01
Scott Padgett,UTA,78,01-02
Scott Padgett,UTA,61,02-03
Scott Padgett,HOU,69,03-04
Scott Padgett,HOU,81,04-05
Scott Padgett,,167,05-06
Scott Padgett,MEM,93,06-07
Scott Padgett,,56,06-07
Gerald Paddio,CLE,12,90-91
Gerald Paddio,,19,92-93
Robert Pack,POR,13,91-92
Robert Pack,DEN,25,92-93
Robert Pack,DEN,40,93-94
Robert Pack,DEN,106,94-95
Robert Pack,,130,95-96
Robert Pack,,270,96-97
Robert Pack,DAL,324,97-98
Robert Pack,DAL,378,98-99
Robert Pack,DAL,405,99-00
Robert Pack,DEN,432,00-01
Robert Pack,,97,03-04
Zaza Pachulia,ORL,37,03-04
Zaza Pachulia,MIL,62,04-05
Zaza Pachulia,ATL,400,05-06
Zaza Pachulia,ATL,400,06-07
Zaza Pachulia,ATL,400,07-08
Zaza Pachulia,ATL,400,08-09
Zaza Pachulia,ATL,475,09-10
Zaza Pachulia,ATL,425,10-11
Zaza Pachulia,ATL,475,11-12
Zaza Pachulia,ATL,525,12-13
Zaza Pachulia,MIL,520,13-14
Zaza Pachulia,MIL,520,14-15
Zaza Pachulia,DAL,520,15-16
Zaza Pachulia,GSW,290,16-17
Zaza Pachulia,GSW,348,17-18
Brian Quinnett,NYK,36,90-91
Brian Quinnett,NYK,45,91-92
Chris Quinn,MIA,41,06-07
Chris Quinn,MIA,69,07-08
Chris Quinn,MIA,97,08-09
Chris Quinn,,106,09-10
Chris Quinn,SAS,86,10-11
Walker Russell,DET,37,11-12
Bryon Russell,UTA,15,93-94
Bryon Russell,UTA,27,94-95
Bryon Russell,UTA,30,95-96
Bryon Russell,UTA,39,96-97
Bryon Russell,UTA,286,97-98
Bryon Russell,UTA,343,98-99
Bryon Russell,UTA,400,99-00
Bryon Russell,UTA,457,00-01
Bryon Russell,UTA,514,01-02
Bryon Russell,WAS,140,02-03
Bryon Russell,LAL,107,03-04
Bryon Russell,DEN,110,04-05
Bryon Russell,DEN,114,05-06
Kareem Rush,LAL,102,02-03
Kareem Rush,LAL,110,03-04
Kareem Rush,CHA,117,04-05
Kareem Rush,CHA,300,05-06
Kareem Rush,,2,06-07
Kareem Rush,IND,85,07-08
Kareem Rush,PHI,93,08-09
Kareem Rush,LAC,53,09-10
Brandon Rush,IND,180,08-09
Brandon Rush,IND,193,09-10
Brandon Rush,IND,207,10-11
Brandon Rush,GSW,296,11-12
Brandon Rush,GSW,400,12-13
Brandon Rush,UTA,400,13-14
Brandon Rush,GSW,115,14-15
Brandon Rush,GSW,127,15-16
Brandon Rush,MIN,350,16-17
Stefano Rusconi,PHO,42,95-96
Jeff Ruland,,78,85-86
Trevor Ruffin,PHO,14,94-95
Trevor Ruffin,LAL,10,94-95
Michael Ruffin,CHI,40,99-00
Michael Ruffin,CHI,44,00-01
Michael Ruffin,CHI,54,01-02
Michael Ruffin,PHI,47,01-02
Michael Ruffin,UTA,66,03-04
Michael Ruffin,WAS,75,04-05
Michael Ruffin,WAS,167,05-06
Michael Ruffin,WAS,180,06-07
Michael Ruffin,MIL,103,07-08
Michael Ruffin,POR,114,08-09
Delaney Rudd,UTA,22,90-91
Delaney Rudd,UTA,24,91-92
Guy Rucker,GSW,3,02-03
Ricky Rubio,MIN,348,11-12
Ricky Rubio,MIN,374,12-13
Ricky Rubio,MIN,400,13-14
Ricky Rubio,MIN,507,14-15
Ricky Rubio,MIN,1237,15-16
Ricky Rubio,UTA,1425,17-18
Ricky Rubio,UTA,1495,18-19
Clifford Rozier,GSW,65,94-95
Clifford Rozier,GSW,85,95-96
Clifford Rozier,ORL,104,96-97
Clifford Rozier,ORL,75,97-98
Clifford Rozier,MIN,27,97-98
Donald Royal,SAS,13,91-92
Donald Royal,ORL,14,92-93
Donald Royal,ORL,89,93-94
Donald Royal,ORL,100,94-95
Donald Royal,ORL,150,95-96
Donald Royal,GSW,170,96-97
Brandon Roy,POR,268,06-07
Brandon Roy,POR,288,07-08
Brandon Roy,POR,308,08-09
Brandon Roy,POR,391,09-10
Brandon Roy,POR,1352,10-11
Brandon Roy,POR,1603,11-12
Brandon Roy,MIN,510,12-13
Brandon Roy,POR,1636,12-13
Brandon Roy,POR,1932,14-15
Brian Rowsom,CHA,10,88-89
Dan Roundfield,,76,85-86
Scott Roth,UTA,8,87-88
Quinton Ross,LAC,62,04-05
Quinton Ross,LAC,70,05-06
Quinton Ross,LAC,77,06-07
Quinton Ross,LAC,83,07-08
Quinton Ross,MEM,85,08-09
Quinton Ross,WAS,103,09-10
Quinton Ross,,115,10-11
Malik Rose,CHA,22,96-97
Malik Rose,SAS,27,97-98
Malik Rose,SAS,43,98-99
Malik Rose,SAS,229,99-00
Malik Rose,SAS,257,00-01
Malik Rose,SAS,229,01-02
Malik Rose,SAS,437,02-03
Malik Rose,SAS,492,03-04
Malik Rose,SAS,546,04-05
Malik Rose,NYK,601,05-06
Malik Rose,NYK,753,06-07
Malik Rose,NYK,710,07-08
Malik Rose,OKC,765,08-09
Jalen Rose,DEN,98,94-95
Jalen Rose,DEN,127,95-96
Jalen Rose,IND,156,96-97
Jalen Rose,IND,185,97-98
Jalen Rose,IND,215,98-99
Jalen Rose,IND,244,99-00
Jalen Rose,IND,966,00-01
Jalen Rose,IND,1087,01-02
Jalen Rose,CHI,1207,02-03
Jalen Rose,TOR,1328,03-04
Jalen Rose,TOR,1449,04-05
Jalen Rose,TOR,1569,05-06
Jalen Rose,NYK,1460,06-07
Jalen Rose,PHO,154,06-07
Derrick Rose,CHI,482,08-09
Derrick Rose,CHI,518,09-10
Derrick Rose,CHI,555,10-11
Derrick Rose,CHI,699,11-12
Derrick Rose,CHI,1640,12-13
Derrick Rose,CHI,1763,13-14
Derrick Rose,CHI,1886,14-15
Derrick Rose,CHI,2009,15-16
Derrick Rose,NYK,2132,16-17
Derrick Rose,CLE,212,17-18
Sean Rooks,DAL,38,92-93
Sean Rooks,DAL,49,93-94
Sean Rooks,MIN,60,94-95
Sean Rooks,MIN,120,95-96
Sean Rooks,LAL,120,96-97
Sean Rooks,LAL,144,97-98
Sean Rooks,LAL,168,98-99
Sean Rooks,DAL,192,99-00
Sean Rooks,LAC,216,00-01
Sean Rooks,LAC,240,01-02
Sean Rooks,LAC,264,02-03
Sean Rooks,NOH,107,03-04
Rajon Rondo,BOS,114,06-07
Rajon Rondo,BOS,123,07-08
Rajon Rondo,BOS,132,08-09
Rajon Rondo,BOS,209,09-10
Rajon Rondo,BOS,909,10-11
Rajon Rondo,BOS,1005,11-12
Rajon Rondo,BOS,1100,12-13
Rajon Rondo,BOS,1195,13-14
Rajon Rondo,DAL,1291,14-15
Rajon Rondo,SAC,950,15-16
Rajon Rondo,CHI,1400,16-17
Rajon Rondo,CHI,300,17-18
Rajon Rondo,NOH,329,17-18
Tree Rollins,ATL,74,85-86
Tree Rollins,ATL,112,87-88
Tree Rollins,CLE,80,88-89
Tree Rollins,DET,80,90-91
Tree Rollins,HOU,38,91-92
Tree Rollins,HOU,50,92-93
Tree Rollins,ORL,74,94-95
Tree Rollins,ORL,147,97-98
Roy Rogers,,66,96-97
Roy Rogers,BOS,76,97-98
Roy Rogers,CHI,86,98-99
Roy Rogers,DEN,49,99-00
Roy Rogers,SAC,52,00-01
Rodney Rogers,DEN,15,93-94
Rodney Rogers,DEN,156,94-95
Rodney Rogers,LAC,192,95-96
Rodney Rogers,LAC,228,96-97
Rodney Rogers,LAC,264,97-98
Rodney Rogers,LAC,300,98-99
Rodney Rogers,PHO,200,99-00
Rodney Rogers,PHO,220,00-01
Rodney Rogers,PHO,240,01-02
Rodney Rogers,,280,02-03
